Store Number,R,P,C
6388,6581302,4847134,1734168
76422,1813638,-5719252,7532890
8632,5836634,-820287,6656921
79731,9640702,9180715,459987
76383,7489466,2449231,5040235
6374,9132264,870838,8261426
10757,3563911,-5881792,9445703
11556,3801972,1146513,2655459
6402,9219733,4487394,4732339
16927,2985619,-1238436,4224055
6380,3133077,-6674216,9807293
9676,3348331,1969367,1378964
6373,3775793,2262112,1513681
15747,6874523,85364,6789159
6386,6718524,3619541,3098983
76121,1294043,1079169,214874
14500,4416511,-629611,5046122
14663,4709632,4292570,417062
6268,5950116,-1761846,7711962
6397,9619130,6373231,3245899
76109,8225021,2644012,5581009
9617,1203811,-6284117,7487928
79608,1560523,-4506002,6066525
14446,9759324,2043704,7715620
10618,3332290,382036,2950254
76816,8839924,6360905,2479019
6441,7766295,5209713,2556582
79565,3000740,2071997,928743
6364,4286553,1663669,2622884
6363,1284132,-6707902,7992034
14099,6955487,-289988,7245475
6422,9628747,4786715,4842032
74656,2396130,-74771,2470901
11303,1585261,-3521894,5107155
13816,5255356,-106384,5361740
76811,1738469,-7584584,9323053
73914,2689088,-925457,3614545
70361,1053392,-4711056,5764448
8884,2908700,-6611182,9519882
14815,8257389,7628988,628401
13419,8676993,8469415,207578
14582,9455087,8762709,692378
10617,8405823,7594858,810965
11075,1845502,-7983015,9828517
76420,4401041,-3369853,7770894
14860,8948941,1795740,7153201
14349,4780179,-2829873,7610052
6772,9438895,8890518,548377
5115,4472171,-3251901,7724072
11698,9391028,3380286,6010742
70363,5015648,1722950,3292698
70051,9449123,1551188,7897935
11206,3737526,-1461734,5199260
8634,7701592,2338044,5363548
11861,5976370,4701473,1274897
76932,4506854,-378342,4885196
6941,6397616,-2397652,8795268
13549,7431239,4364321,3066918
76914,4640592,1247748,3392844
76192,2652685,2077663,575022
6807,3966004,439039,3526965
2918,3422337,-4322161,7744498
72790,2069989,-5382429,7452418
9966,7235175,4763457,2471718
72967,8122358,7979041,143317
11149,9723818,1761827,7961991
76718,7652837,5353059,2299778
70385,3147657,-3937520,7085177
76817,8501810,-68583,8570393
72671,5935112,-3520231,9455343
6416,8389528,2708495,5681033
10088,9186325,1315879,7870446
3496,4292356,74203,4218153
13818,4992957,1857622,3135335
8997,8605523,-633190,9238713
76824,1662650,1119625,543025
6258,7193014,1161298,6031716
79678,4046361,-5724526,9770887
10981,6988274,1375573,5612701
10922,1942819,-6571681,8514500
8816,1170955,-8362966,9533921
15950,3629379,-748626,4378005
6698,1886426,667527,1218899
6583,9487233,593328,8893905
6312,1709294,-3914866,5624160
6796,7176279,-1435481,8611760
72698,3135836,2999493,136343
16382,5628328,-3749502,9377830
79516,2508187,656670,1851517
72184,1839059,-6363696,8202755
6355,1734901,-124700,1859601
6366,3419323,2167894,1251429
6355,9513566,3834538,5679028
76712,7644830,1605790,6039040
79226,4802365,-885352,5687717
11306,4241506,-5720854,9962360
6619,7994282,6554407,1439875
79727,2567259,-6265693,8832952
70360,6379697,5974079,405618
79219,8617820,-552716,9170536
6411,6910527,4702696,2207831
6296,8791763,6398133,2393630
6777,4481891,3751667,730224
6295,1618179,-7735528,9353707
10979,9877841,303555,9574286
73422,9738230,806492,8931738
6250,4841524,3592957,1248567
6579,7094081,4926795,2167286
79310,2339219,-1696732,4035951
15699,2068903,940392,1128511
6323,2877256,-1241036,4118292
74919,1170550,-7500783,8671333
9574,4077454,-2205922,6283376
72185,9759423,4141581,5617842
6485,1994515,-1749318,3743833
6334,2991105,-5884907,8876012
6204,1850477,-1058408,2908885
74767,3813690,-1007726,4821416
79556,9648155,1931749,7716406
6349,5861956,1149175,4712781
73846,5220579,127787,5092792
6404,5706126,-102372,5808498
6804,8364241,1190495,7173746
76172,1862699,-4925777,6788476
75902,4077810,-2993984,7071794
6736,5273140,-418018,5691158
10519,1838810,-5336154,7174964
73902,6309637,2013866,4295771
6797,7720433,-1574457,9294890
73922,3674729,-4983832,8658561
73909,3043544,-4316458,7360002
10570,4617366,1888767,2728599
8926,6885642,1834611,5051031
76890,8867010,3357058,5509952
11199,4371355,-474688,4846043
3439,6463434,6097848,365586
73915,8087161,2916586,5170575
11936,2566879,-6614137,9181016
13634,2625587,-1370793,3996380
11197,9498356,3153962,6344394
6880,8835206,2513314,6321892
70354,5149335,821611,4327724
5110,2127778,-729567,2857345
73903,4745368,-786773,5532141
11288,7097536,3617633,3479903
11560,9913607,1814327,8099280
14344,7364331,-427353,7791684
70358,3739464,3560182,179282
72562,9364089,2306017,7058072
6321,1490119,-742181,2232300
3475,4777693,1917486,2860207
72968,9051725,2770037,6281688
70375,6939228,1109396,5829832
79413,9167886,4487282,4680604
9443,4505458,-691208,5196666
6230,4843514,1929756,2913758
74629,8370021,5703721,2666300
79656,8361269,7121279,1239990
6302,5260164,3595271,1664893
695,6001299,1524101,4477198
6361,4657355,-4757088,9414443
6239,3041489,-5197509,8238998
6253,6380016,-887988,7268004
2802,3505504,1718736,1786768
2935,6829524,-577,6830101
6316,8620623,7934890,685733
79610,3597553,-1895063,5492616
6248,3806036,1741577,2064459
6244,8474684,2577520,5897164
11296,4761361,3499770,1261591
72617,3753114,-2333933,6087047
74637,8972338,2981775,5990563
6305,8069935,1394845,6675090
14144,4144875,2587705,1557170
10919,9335654,7645592,1690062
6252,2194725,1334455,860270
680,1063148,-2731583,3794731
6721,8429933,2456300,5973633
72966,7328341,5359690,1968651
6222,5865724,-3306052,9171776
6327,2775697,571331,2204366
677,1614170,-3064149,4678319
76611,6979694,4387598,2592096
9669,9391405,8167503,1223902
9993,7226497,7009270,217227
6390,3397635,471740,2925895
6249,1334782,900594,434188
9539,3306175,3152840,153335
74612,5241320,-465597,5706917
6229,6357399,4723926,1633473
2801,3172921,1579918,1593003
8680,1032633,-7617916,8650549
3465,5667301,-4324904,9992205
6291,1247662,-8394629,9642291
14997,8597269,5896914,2700355
72691,3363974,-2030113,5394087
679,2165484,-1037360,3202844
690,4773893,-5165584,9939477
6699,3229660,-2661878,5891538
17204,6055037,2275572,3779465
72626,8665015,7655631,1009384
72663,7908366,-1777581,9685947
74527,2596118,-6631115,9227233
6307,2017292,-4513314,6530606
76572,5556186,-166319,5722505
675,3890795,1085970,2804825
6335,9507744,1125148,8382596
6336,4070967,2688639,1382328
13723,6855508,4113139,2742369
76174,5544021,576616,4967405
6277,4006618,3189941,816677
6391,4212693,3390973,821720
6367,7753908,1799752,5954156
79451,3621138,-952794,4573932
13726,6190655,-2451524,8642179
79505,1781945,-2509709,4291654
6235,6903605,3353966,3549639
676,5119540,1658570,3460970
74593,3795092,492980,3302112
6379,3443998,1333579,2110419
10648,5279302,-1812166,7091468
16933,6661732,-3242794,9904526
6359,7831158,2911416,4919742
6254,9991611,6582860,3408751
75213,4512083,-3992516,8504599
9928,4344414,1885274,2459140
6329,4716378,265365,4451013
79717,6715885,-3013766,9729651
75174,2114484,-2029654,4144138
76105,5828101,5074694,753407
79217,9932092,5315627,4616465
3445,8119036,-1806681,9925717
6215,8678345,395791,8282554
6264,9115912,4928312,4187600
11567,2574606,-2824535,5399141
78019,3142142,-1767827,4909969
9312,4419748,-2669866,7089614
79749,4236083,1456103,2779980
75531,7319324,4256723,3062601
6228,7063989,5838400,1225589
13908,4800934,-1093877,5894811
10575,1508401,-3553729,5062130
75325,1378047,-7485196,8863243
75564,7735445,3114737,4620708
70003,6307348,-1266826,7574174
6854,3060353,-5489298,8549651
78062,5486697,3159081,2327616
6272,7728798,5188869,2539929
692,6105529,4032706,2072823
3535,7366016,536317,6829699
75743,9764196,8557114,1207082
75736,7136834,6373351,763483
75742,3149245,1802614,1346631
75738,2283285,-4619517,6902802
72485,3429375,-2415254,5844629
72486,9305124,7787908,1517216
75737,7360148,1304067,6056081
75741,4031085,-3867687,7898772
75562,9587619,1507483,8080136
75745,2644357,-3069518,5713875
75747,9570407,1403078,8167329
9932,1230437,-5343846,6574283
75199,9615922,-38659,9654581
6406,4031212,1919153,2112059
11944,7399702,-1376389,8776091
7998,8545157,4230980,4314177
79756,6757769,625608,6132161
9850,6096684,1785319,4311365
3871,4016143,3688476,327667
76173,8090286,1380695,6709591
79679,3089598,-5759736,8849334
10300,5594800,-1903753,7498553
6376,1393000,19579,1373421
11981,5280820,-318052,5598872
74611,8967643,6362937,2604706
5093,4075536,-1411414,5486950
10920,1992606,-4496769,6489375
6232,9414732,5610738,3803994
9668,5583970,-988233,6572203
72656,8901567,6462621,2438946
10085,8933797,1839863,7093934
76774,8000226,3096754,4903472
10333,3203398,-5417264,8620662
6313,2791089,2550176,240913
13798,9813955,3191898,6622057
72766,1638528,-789985,2428513
8701,8774968,7123277,1651691
74633,2952737,547401,2405336
79687,6165156,1338248,4826908
6394,8892653,-842557,9735210
75328,7898565,3231053,4667512
6537,2098025,-7087187,9185212
11070,5779388,-1072441,6851829
79634,6544134,3860459,2683675
9670,5325565,-4537038,9862603
3966,1967750,-112649,2080399
10699,5854917,1409284,4445633
72699,9174081,-558173,9732254
11073,5441845,1770184,3671661
79776,1771800,-6832986,8604786
74663,9724324,5543264,4181060
13728,3106152,-3608827,6714979
76883,9131099,4299652,4831447
6851,9558622,7137298,2421324
6552,7396081,-554975,7951056
7143,5586201,-2538205,8124406
6315,9802121,1525399,8276722
79309,1569254,-8367342,9936596
6259,7811141,5082608,2728533
72187,8788960,6090786,2698174
79697,6244788,1267738,4977050
79777,9201955,5577113,3624842
75375,5703181,215134,5488047
3469,8878291,6563991,2314300
9967,6658773,697282,5961491
75595,6156247,-1057629,7213876
79686,5742864,1647302,4095562
6347,2552235,-2732509,5284744
10214,6387880,-3428378,9816258
6337,8585990,4833493,3752497
10700,2676239,-4967009,7643248
74655,6814015,4380875,2433140
27171,4929293,-3998774,8928067
11822,5901258,2386538,3514720
9375,7381672,4448752,2932920
72186,6816887,-1270519,8087406
6365,9468820,3771259,5697561
13389,9154251,2647420,6506831
76122,4510809,-2262189,6772998
76727,3202676,-5544535,8747211
9540,2051344,-6585155,8636499
6778,7870705,-91540,7962245
14373,4316381,-3007275,7323656
72634,7565633,3467081,4098552
6375,8533871,7787136,746735
9314,9956532,8559001,1397531
14991,2926920,1209293,1717627
10921,4966297,-4800793,9767090
6389,3594526,-2415424,6009950
72553,5209619,3318908,1890711
16516,2697044,-3357527,6054571
8772,2334918,-1602281,3937199
8930,7303563,1437157,5866406
6507,4010320,-1170397,5180717
15951,3756032,-1211241,4967273
9935,9533696,8760017,773679
79795,2063195,-3290361,5353556
76110,7283499,6759963,523536
70307,4269942,2879593,1390349
78013,8401432,4793101,3608331
2874,1094955,-5419637,6514592
16502,5906047,-2877957,8784004
10649,3926735,2386138,1540597
6869,8085402,1344142,6741260
78074,8697767,8432044,265723
76445,3172180,431985,2740195
9929,2535934,-6607726,9143660
14347,7140014,828317,6311697
75463,1477942,-3170254,4648196
6212,4234160,1402457,2831703
11300,5321627,-3388336,8709963
27169,8746350,7095833,1650517
6667,7065764,-235805,7301569
76421,8397775,-797189,9194964
9576,4232752,472662,3760090
6260,2900790,1593912,1306878
9575,9145977,1363443,7782534
9848,2113407,-6601108,8714515
76322,4772303,-3811114,8583417
9538,5621708,5460369,161339
6201,9581989,2939004,6642985
76935,5807262,-3688296,9495558
13929,6823755,501842,6321913
72612,1963479,-2054465,4017944
6385,5460262,500754,4959508
73183,8988712,3608497,5380215
9849,6286753,-2418800,8705553
9406,9105967,7012120,2093847
10055,6264230,667133,5597097
76294,9625268,8167290,1457978
6890,9610566,9113499,497067
76419,6794274,4355256,2439018
6932,1290292,-5382849,6673141
11699,1731060,-2774912,4505972
2832,1055439,-4623989,5679428
6922,1058353,-382181,1440534
6511,3092642,-5800056,8892698
75185,6345260,1373873,4971387
6410,8545393,3982946,4562447
8998,5421681,-3078493,8500174
14399,1027645,-4990099,6017744
6471,3388483,199527,3188956
9616,8835796,5886360,2949436
7934,9442125,6179099,3263026
9579,6242213,-2229663,8471876
75327,1228576,-1562619,2791195
79319,4978174,829130,4149044
76921,7578681,5471498,2107183
9931,2973407,1103327,1870080
6668,3252147,967453,2284694
76145,5936346,4759100,1177246
79345,4698648,829010,3869638
15681,1642719,-5931791,7574510
10296,2788526,-3053277,5841803
10701,1117595,-1664420,2782015
14052,4119067,3380867,738200
72762,1316193,-1316687,2632880
6421,4654752,2577489,2077263
3866,5591998,2471114,3120884
74570,9849935,7584782,2265153
6420,3300146,-4676688,7976834
72761,9781092,3211646,6569446
72779,6810008,6104956,705052
14050,2931009,-3586952,6517961
72879,5843238,-1756515,7599753
6350,6636030,-1882564,8518594
74934,8039641,6597112,1442529
6351,4865014,-5040086,9905100
13988,8144735,4351860,3792875
10654,4986272,-3880286,8866558
8887,4901274,2466351,2434923
74561,2448751,-6546968,8995719
10246,5854973,-2742273,8597246
11771,4128594,-3553985,7682579
13699,6860312,1536421,5323891
6637,7328056,-1581948,8910004
6405,5918792,509129,5409663
8633,9481899,2360812,7121087
76801,3228984,-2686993,5915977
3443,9368384,4818957,4549427
14684,7651344,6858909,792435
16208,9936143,6162051,3774092
9673,5786092,4799854,986238
9500,5931513,1864941,4066572
6923,9681456,5363565,4317891
3444,3708160,-5951881,9660041
75253,1823536,-2737871,4561407
13478,6114845,633173,5481672
75216,3898594,2601506,1297088
6332,3752130,-4221193,7973323
9313,4169209,-2773560,6942769
10056,6916393,3916194,3000199
6267,8653540,3831947,4821593
75246,6370443,-841390,7211833
74572,8026790,2223604,5803186
75163,3421734,-6525347,9947081
6278,7374168,5859259,1514909
10298,7246909,-1399875,8646784
6409,8013358,2120212,5893146
72584,6109139,2770681,3338458
6310,8892161,8313273,578888
13672,7325639,570459,6755180
6241,1464778,-6145011,7609789
75150,7259569,1560710,5698859
6499,6684853,-1928815,8613668
78035,3711025,3016490,694535
75266,8367449,3195875,5171574
76585,5230924,-1685156,6916080
79574,3324245,-1682349,5006594
6371,2276602,-3321811,5598413
72768,6768543,-2415174,9183717
6219,3980057,-363336,4343393
6300,9023534,781539,8241995
687,2436808,-767608,3204416
72633,9921942,9324814,597128
14307,4337086,1112459,3224627
6320,8648488,2721481,5927007
6344,3403962,3269899,134063
6504,2812004,-6369905,9181909
6308,3796533,-1576222,5372755
10702,7386619,2764752,4621867
72235,7956923,2662244,5294679
10527,8534745,6950425,1584320
70359,3538351,-5284960,8823311
10793,4081113,-5165038,9246151
6338,9441318,8238137,1203181
79764,8426827,-911464,9338291
3077,7123597,4606358,2517239
681,1606198,-2709371,4315569
76155,4395669,-4653269,9048938
10879,7346561,6209808,1136753
72765,3258476,-2737532,5996008
6276,2963919,-4542295,7506214
10653,3601147,-4405851,8006998
76320,1183460,-2523943,3707403
6240,2385549,-3613680,5999229
6360,9015803,2360666,6655137
6325,6746708,-2984799,9731507
74642,6219948,-3120524,9340472
6322,4522510,-1068345,5590855
684,3945890,3212951,732939
6292,8386885,-743289,9130174
75877,6514431,364303,6150128
14912,1654598,-441430,2096028
72680,8648229,6935760,1712469
6737,1686344,-6427553,8113897
14459,7147136,-1748456,8895592
9311,6400872,-3558540,9959412
11379,6510418,-359428,6869846
678,3447629,-6129051,9576680
13390,4859550,-1022,4860572
6247,3236853,-463835,3700688
13724,6425876,-1489907,7915783
6643,2026877,1009304,1017573
8100,2493825,-2543175,5037000
79630,7674590,4214804,3459786
72681,5956133,2240256,3715877
683,9134839,1145822,7989017
9374,6723742,2074676,4649066
72527,3844618,-4612573,8457191
13963,5711013,5356407,354606
14389,5096179,-368754,5464933
74540,5816427,-1043885,6860312
76586,8284629,215976,8068653
6369,1958557,871161,1087396
6393,1224217,-2270037,3494254
6620,1796215,-1010581,2806796
13022,5631169,-3327356,8958525
72973,7864789,5215270,2649519
72941,5571095,-2187210,7758305
6723,8316992,-1491535,9808527
6265,1911198,-5279162,7190360
6808,1773651,-735621,2509272
6950,9938625,4697469,5241156
76120,1093988,-5774593,6868581
6345,6646804,2176690,4470114
76607,2457079,-6337867,8794946
6401,3014357,-5518566,8532923
6242,3030253,-4769088,7799341
6426,5368429,3968803,1399626
7955,3140887,370558,2770329
11150,4137167,-1392579,5529746
76647,6069509,-3178946,9248455
9671,2129899,-2034428,4164327
6237,2556596,240710,2315886
74646,6037326,-2900800,8938126
10122,7301991,3653497,3648494
6398,7944419,2838605,5105814
6484,5850784,1298783,4552001
75654,3625274,-4285116,7910390
9614,3323488,-5398128,8721616
72902,5626948,4689608,937340
6309,3027681,-884795,3912476
6868,5805830,-613634,6419464
74603,6854440,524177,6330263
6501,5165532,-4357115,9522647
79370,1842954,-3568507,5411461
72655,5971266,-1785173,7756439
74526,7243336,1202746,6040590
10411,7889604,2516405,5373199
10087,7932113,7392674,539439
75658,8942776,5833978,3108798
75625,4050606,-974503,5025109
6246,7907371,1837536,6069835
75789,9331988,-404082,9736070
1570,3560291,2610522,949769
78045,6474086,-1293246,7767332
78046,8925889,7370575,1555314
78047,6544694,2907999,3636695
11297,2517389,-5671139,8188528
76973,5214621,-774792,5989413
78044,3169890,-2916704,6086594
11378,7850141,1815152,6034989
72942,7103262,4653783,2449479
75809,9341155,4489657,4851498
79609,7362239,6936828,425411
72769,7762516,715641,7046875
6517,9892520,895910,8996610
7943,8453483,459671,7993812
6263,4538307,-2414984,6953291
76418,7850201,6853448,996753
11562,8786826,-198787,8985613
11205,1504849,-4800325,6305174
10619,2510020,-3886597,6396617
9672,8499326,171539,8327787
10651,7698717,7237404,461313
72659,5102618,-3054020,8156638
75218,2635860,-453350,3089210
2901,5634229,1543061,4091168
9578,9049538,3450628,5598910
10413,7195692,-2421483,9617175
8173,5802532,3466000,2336532
72628,7953253,1160898,6792355
13662,6297148,609806,5687342
6962,5175757,2310590,2865167
72559,5285942,-3695202,8981144
72823,4578515,-1702257,6280772
72687,8112845,202964,7909881
11571,6454772,473282,5981490
76902,4053144,-4886238,8939382
3446,1092677,-4719900,5812577
76870,6271169,155936,6115233
72938,9336895,6427322,2909573
72582,8811604,2537558,6274046
79435,6526522,6228175,298347
6377,9298390,9156477,141913
6933,8805783,1148245,7657538
6210,1319856,1201473,118383
76444,3009564,1621138,1388426
74382,9365498,-163507,9529005
11561,1376848,-5884330,7261178
72847,8516245,1851965,6664280
682,5245359,-2911339,8156698
2834,5735135,999083,4736052
6486,2403414,-6037530,8440944
76691,4609579,-1303592,5913171
6734,6240626,-474512,6715138
6224,2499687,-2105909,4605596
76342,1367797,-929839,2297636
8134,8249394,513853,7735541
74580,1650630,-766390,2417020
74560,4403886,1740196,2663690
72822,1778910,-2831904,4610814
6273,9467330,1929368,7537962
72693,6248497,-322879,6571376
14193,2097802,-7162251,9260053
3936,1711359,-2447260,4158619
10578,3251630,-5525940,8777570
79444,7007496,1005770,6001726
6290,3962665,-553223,4515888
76154,8608728,4240788,4367940
6384,9198544,7899143,1299401
7958,7228854,4755200,2473654
13671,2743396,-6243910,8987306
6383,5924193,1912778,4011415
8815,6334024,208047,6125977
73899,9338183,8135440,1202743
6413,6778454,5592369,1186085
74541,9248453,8595979,652474
6419,2787360,-388510,3175870
74559,4280207,-2656413,6936620
6234,5540917,-1814995,7355912
79372,1642683,-3043262,4685945
74529,4602311,-2360825,6963136
11570,6656528,4385918,2270610
79443,7377546,5294168,2083378
76203,3313391,1742924,1570467
11657,2326769,-1915511,4242280
72767,4541185,1844325,2696860
73875,8093294,7648938,444356
76675,6902286,4971087,1931199
79460,5262225,-1355323,6617548
76293,1322952,-8362011,9684963
10297,6583650,-1612369,8196019
6275,5378586,-1929065,7307651
14501,1422134,-2847366,4269500
10980,4375685,371688,4003997
10174,1584061,1116907,467154
14651,5123331,3367635,1755696
76242,6703318,-1016866,7720184
11982,8394717,7291430,1103287
76894,2810817,-2596527,5407344
11299,6333015,1473416,4859599
6774,8890864,8266601,624263
74601,5512610,-1111628,6624238
10412,6947317,-1509352,8456669
79431,4593410,-1287355,5880765
10923,3449842,-4960366,8410208
76614,1927694,-6330559,8258253
10414,9809885,2313395,7496490
16661,6433644,6212771,220873
70054,2881344,-2102493,4983837
6781,2088346,-3825785,5914131
6852,8512424,4850412,3662012
76556,8407718,5183883,3223835
78085,9509831,-32349,9542180
75396,5887782,3246417,2641365
11207,7254773,2241934,5012839
10470,5608701,5249774,358927
76494,2702530,-2096517,4799047
76321,9540069,9010488,529581
14717,5949430,3266670,2682760
8931,1586037,-8344232,9930269
13275,6594253,2634051,3960202
6209,2572988,-6284836,8857824
6574,3440550,-1004136,4444686
15287,9468829,3942043,5526786
14716,7903685,6295545,1608140
78042,3634627,2376472,1258155
6306,5008098,4136114,871984
78033,5171205,-3249475,8420680
76104,9582677,5297528,4285149
11569,1601638,-4872688,6474326
16042,7196983,4926770,2270213
9783,3922413,-1182559,5104972
72203,4422168,1950706,2471462
75170,3999946,1536484,2463462
9501,4733999,-1325974,6059973
9674,7864748,4271245,3593503
76146,8657572,3534004,5123568
72627,8032479,3359346,4673133
76910,3997207,-2127681,6124888
6628,6039935,1681175,4358760
14816,2266897,193646,2073251
10472,3107215,14358,3092857
75149,3533704,-712531,4246235
686,3265298,2292841,972457
6294,5288540,-2458359,7746899
6208,1244226,-7449608,8693834
6243,5146407,-1520393,6666800
6270,5208829,-366327,5575156
16904,3986127,1106638,2879489
13839,3244767,-862000,4106767
76989,4832259,-4308051,9140310
2881,5152382,-2107369,7259751
6217,7440276,3634071,3806205
2835,4568865,1454512,3114353
78078,6515669,-680775,7196444
7103,5614702,-3384399,8999101
15702,7818087,6198447,1619640
75428,5063678,3928645,1135033
75584,9372873,8855023,517850
6220,2208437,1656004,552433
10577,1349333,-6192520,7541853
78010,5069185,3823466,1245719
75558,8134250,5560030,2574220
3948,2072862,-2451652,4524514
76704,6034270,-426762,6461032
10982,2539702,-7098451,9638153
76140,3482450,-4519602,8002052
13357,3276327,-4079892,7356219
14192,1913964,-1339193,3253157
12954,5996978,-1111129,7108107
6396,9275237,6741013,2534224
72640,7379603,-772991,8152594
11305,4176932,-302210,4479142
6340,7576951,5022838,2554113
70362,3034685,-5506024,8540709
6261,4978655,-1198048,6176703
11304,9841828,3757000,6084828
13909,5091424,-2123651,7215075
76759,6795944,-2085962,8881906
6378,9333662,3166301,6167361
3882,5203065,-24395,5227460
75974,7083436,4719186,2364250
10647,9020955,1288518,7732437
10471,8766445,5353075,3413370
9933,8745363,4647680,4097683
11943,8446663,-891011,9337674
9301,5473069,-1835309,7308378
8102,2006153,-2094444,4100597
76671,7807004,7494736,312268
76697,8727936,4312829,4415107
2956,1562995,41933,1521062
13420,4342488,925969,3416519
11566,5443415,3823371,1620044
76498,6769317,-1158018,7927335
14223,3314771,-1877265,5192036
75718,1908979,-552688,2461667
9893,1551564,-5920843,7472407
76581,8862059,2591776,6270283
10410,9172494,7706817,1465677
7071,3490344,-3862939,7353283
13907,8593256,2612115,5981141
6720,2549278,-6311934,8861212
6757,7563949,6734485,829464
6634,4442577,-20604,4463181
14191,6794867,4075638,2719229
75755,6414953,-1650860,8065813
7924,6874455,1519322,5355133
9934,4907601,-2043915,6951516
76695,2370889,-2924204,5295093
11860,1188323,-176797,1365120
6775,9112856,1835305,7277551
14270,3083263,1506010,1577253
6692,3557857,-5031902,8589759
9445,1487320,-7126346,8613666
6953,2295240,-4257345,6552585
75215,1281079,-5030860,6311939
73411,9767782,6567824,3199958
6830,2558535,-3513611,6072146
10878,9846859,5618241,4228618
9502,1001907,690265,311642
13700,6634591,-1877143,8511734
2979,6631578,4043224,2588354
16662,9301244,9178378,122866
3884,9343810,6947443,2396367
14992,6102497,1210129,4892368
1566,7021626,2434449,4587177
75971,6793433,2112776,4680657
14445,1444226,-2542222,3986448
9446,8668685,3138683,5530002
6866,8456618,5606857,2849761
2978,8783172,6692124,2091048
11645,8634333,1263649,7370684
10747,6471535,6360078,111457
2774,5776967,2258474,3518493
9729,3718617,-171047,3889664
6642,2343675,-7442235,9785910
76711,6666952,-3264795,9931747
10969,8514268,4826713,3687555
6833,6996964,-2733894,9730858
74263,7708333,4880721,2827612
9600,8442374,893396,7548978
10856,6525099,2076671,4448428
74190,1434295,909778,524517
6881,4797985,4390086,407899
5283,1349896,-7333757,8683653
6821,9493254,4737865,4755389
72689,2421106,-2385690,4806796
74307,1037245,8051,1029194
10114,6382961,-3267906,9650867
79569,3956739,-3211666,7168405
73961,2064743,-6282162,8346905
74351,2209904,-5412641,7622545
14072,8753065,3544519,5208546
5573,6538540,2376759,4161781
6878,1072726,-1529492,2602218
5294,8292701,5902837,2389864
11034,3191340,-1284406,4475746
73605,3601837,-1027283,4629120
11246,5231132,473206,4757926
10438,1985817,115870,1869947
6566,7708537,1964808,5743729
252,4084448,1963349,2121099
75001,6534416,1980394,4554022
76305,3947496,1410126,2537370
10632,1570067,-3208770,4778837
74278,4581435,-169053,4750488
74106,2856658,572693,2283965
5722,3100465,-6017737,9118202
6776,1926857,-88855,2015712
76981,4305312,943981,3361331
6540,2391311,-1475093,3866404
74108,4359936,4218864,141072
9193,6349875,-974566,7324441
11474,1614531,-1252980,2867511
10862,6512293,2313849,4198444
73566,5085303,3716888,1368415
76165,7614592,243460,7371132
249,9943113,7468237,2474876
5440,1336759,-6442795,7779554
6225,6109246,-3048861,9158107
10625,9857045,5741404,4115641
74140,5149579,999600,4149979
79292,8504537,-1073118,9577655
5434,9920395,5736150,4184245
74705,9068763,4588514,4480249
12848,9951645,8577534,1374111
75005,7210855,2640692,4570163
13339,5173964,4122681,1051283
8115,1886342,1675106,211236
277,7364354,-1360254,8724608
74254,4713619,523510,4190109
73837,6823409,-1525477,8348886
8916,1825015,-3928767,5753782
5299,6053531,1329980,4723551
2817,8601136,-188654,8789790
16946,2307938,-1789205,4097143
76123,2924142,2550730,373412
10866,5031041,2956442,2074599
5315,7021556,-1781964,8803520
10864,2741724,1791688,950036
270,3533414,-3478590,7012004
254,6191294,2939752,3251542
10262,8380402,-692878,9073280
6214,9354890,2089516,7265374
74178,8646437,-359502,9005939
10861,5740844,-3093800,8834644
253,1326359,-762344,2088703
76470,3749015,-3935680,7684695
10861,2248175,-561145,2809320
10436,7291918,-873449,8165367
237,5520490,3936304,1584186
10261,3763145,-743065,4506210
75009,5565625,1332592,4233033
74120,4793328,-1063830,5857158
9128,1695225,-4386814,6082039
74105,1830879,-6660189,8491068
239,5939436,1877604,4061832
2946,2439389,-5874775,8314164
76713,5232332,-2310886,7543218
74139,1108792,-6682692,7791484
6456,9444294,7683199,1761095
76472,9511026,1167496,8343530
8971,6882239,2151938,4730301
74791,2426670,-6104925,8531595
74125,2180247,1075125,1105122
10674,6909521,3921529,2987992
11473,5599227,2170396,3428831
75003,1132802,-4149507,5282309
5413,3439459,-5725620,9165079
73123,3186685,2338982,847703
5425,4181822,-127798,4309620
11476,6123376,-2241382,8364758
2204,9066219,-773731,9839950
10351,3704001,-1159543,4863544
73165,4721312,383237,4338075
6618,4626067,3260244,1365823
5285,6636055,5747794,888261
6324,4139108,-2779660,6918768
74282,2104679,-488646,2593325
5410,3564556,-5562946,9127502
75324,6007871,536622,5471249
6205,9233203,5015033,4218170
76124,3936145,1365885,2570260
6339,3443164,-3785164,7228328
5640,6423665,3157493,3266172
76895,8654226,2554943,6099283
79283,9296477,6654853,2641624
6381,9035932,2377097,6658835
75506,5281203,-4553983,9835186
10673,6748268,-209981,6958249
73787,6234128,2940602,3293526
16320,1467171,-6996771,8463942
6697,9502124,8172045,1330079
15466,8525805,4837193,3688612
5392,8903849,5067569,3836280
78024,1354096,-319027,1673123
6822,3768052,-559767,4327819
75526,6043772,-308788,6352560
6657,3716688,3053251,663437
248,9944609,6771956,3172653
5803,5036618,2669751,2366867
72853,8663323,6256534,2406789
11109,8866197,2486401,6379796
13490,3313243,-445534,3758777
10496,6454118,2048734,4405384
79714,4728254,-5137817,9866071
6342,8438213,4099503,4338710
75959,9533080,728519,8804561
75960,1155539,-6678722,7834261
